SouthWing,SouthWing,Organization,SouthWing designs wireless Bluetooth solutions for mobile products such as phones, pocket PCs and tablets.,,,,,7630000,0,
SP,SP,Organization,,,,,,0,1,
Space,Space,Organization,Space is a private social network, which helps people store private moments with their close ones.,2014-03-20,7,,,0,0,
Spansion,Spansion,Organization,Spansion is the largest company exclusively focused on Flash memory solutions. Flash memory can be found in nearly every electronic device-,2003-01-01,7,,,0,1,
Spark,SPARK,Organization,,2011-01-01,4,,,0,1,
Sparky,Sparky,Organization,Sparky is the kids guardian dog for the online world.,2014-09-01,7,None,None,0,0,0
Sparta,Sparta,Organization,Sparta is a web-based application and software that enables sales directors to run effective sales competitions.,,,10,1,113831,1,
SPC,SPC,Organization,,,,,,0,0,
SPD,SPD,Organization,To build an inclusive community where everyone is a part of it, and not apart from it.,,,None,None,0,0,
Spherion,Spherion,Organization,,,,,,0,0,
SPI,SPi,Organization,,,,,,0,0,
SPi,SPi,Organization,,,,,,0,0,
Splunk,Splunk,Organization,Splunk provides operational intelligence software that monitors, reports and analyzes real-time machine data.,2003-10-01,6,,,40000000,0,500
Spring,Spring,Organization,Credit card rewards,,,,,2300000,0,
SPRING,Spring,Organization,Credit card rewards,,,,,2300000,0,
Sprooki,Sprooki,Organization,Sprooki is a location-based marketing & commerce system that helps retailers, malls & brands engage with connected shoppers in Asia-Pacific.,2011-02-01,6,10,1,480000,0,7
Square,Square,Organization,Square is a merchant services aggregator and mobile payment company that aims to simplify commerce through technology.,2009-02-01,7,1000,501,590500000,0,790
SRS,SRS,Organization,Healthcare IT solutions,1997-01-01,4,,,0,0,
SSA,SSA,Organization,,,,,,0,0,
SSL,SSL,Organization,SSL.com is a globally trusted certificate authority that provides simple yet secure ssl certificate solutions.,2002-01-01,4,,,0,0,
SSW,SSW,Organization,SSW was added to CrunchBase in 2010,,,,,0,0,
Standard,Standard,Organization,Standard control oil,,,,,0,0,
standard,Standard,Organization,Standard control oil,,,,,0,0,
Star,Star,Organization,,,,,,0,0,
STAR,Star,Organization,,,,,,0,0,
Starbucks,Starbucks,Organization,Starbucks is an international chain of restaurants that retails handcrafted coffee, tea, and fresh food items.,1971-03-30,7,50,11,0,3,
Starhome,Starhome,Organization,,,,,,0,0,
StarHub,StarHub,Organization,StarHub As Singapore's first fully integrated info-communications company.,2000-01-01,4,5000,1001,0,0,
Starhub,StarHub,Organization,StarHub As Singapore's first fully integrated info-communications company.,2000-01-01,4,5000,1001,0,0,
starhub,StarHub,Organization,StarHub As Singapore's first fully integrated info-communications company.,2000-01-01,4,5000,1001,0,0,
STARHUB,StarHub,Organization,StarHub As Singapore's first fully integrated info-communications company.,2000-01-01,4,5000,1001,0,0,
Startup,+startup,Organization,[+startup] is a job search website focused on job opportunities in Brazilian startups.,2009-10-01,7,10,1,0,0,2
State,State,Organization,State is a global opinion network enabling users to state their opinions, get counted, and see where they stand.,2010-01-01,4,,,14163510,0,15
STATS,STATS,Organization,Founded in 1981, STATS began as a grass roots operation tracking baseball in a unique, esoteric fashion.,1981-01-01,4,,,0,0,
Stellar,Stellar,Organization,Stellar enables you to send money to anyone in the world, for free, instantly, in any currency.,2014-04-30,7,50,11,3000000,0,3
Sterci,Sterci,Organization,Headquartered in Geneva, Sterci Group, a Bottomline Technologies company, is a market-leading financial messaging solutions company with,2003-01-01,4,,,0,0,
Steria,Steria,Organization,European IT Services,1969-01-01,4,1000000,10001,0,0,20000
Stewart,Stewart,Organization,,,,,,0,0,
STMicroelectronics,STMicroelectronics,Organization,Semiconductor supplier,,,,,0,1,
Stone,Stone,Organization,Consulting-centric interactive marketing,1979-03-15,7,None,None,0,0,80
StorePerform,StorePerform,Organization,,,,,,0,0,
StorMedia,StorMedia,Organization,,,,,,0,0,
Strategic,Strategic,Organization,,,,,,0,1,
Stratos,Stratos International,Organization,RF and optical subsystems,2000-01-01,4,1000,501,0,0,524
Stream,Stream,Organization,Stream.ru is a paid video content portal formerly known as Omlet.ru.,,,,,15000000,0,
stream,Stream,Organization,Stream.ru is a paid video content portal formerly known as Omlet.ru.,,,,,15000000,0,
Stryker,Stryker,Organization,Orthopedic Biotech,1941-01-01,4,1000000,10001,0,0,
Studio,Studio,Organization,Studio is a social design platform that allows users to browse and remix designs from other users.,,,,,1675000,0,
Success,SUCCESS,Organization,SUCCESS is the only magazine that focuses on people who take full responsibility for their own development and income.,1897-01-01,4,None,None,0,0,
SuccessFactors,SuccessFactors,Organization,SuccessFactors provides cloud-based human capital management software solutions for business execution.,2001-05-01,7,1000000,10001,0,0,1200
Suki,Suki,Organization,Suk,,,,,0,0,
Sulake,Sulake,Organization,Sulake is an online entertainment company focused on virtual worlds and social networking.,2000-05-01,7,,,0,0,
Summa,Summa,Organization,,,,,,0,0,
Summit,SUMMIT,Organization,SUMMIT is driven by entrepreneurship.,,,None,None,0,0,
Sunbay,Sunbay,Organization,Sunbay develops mobility infrastructure software for telecom network operators.,,,,,0,0,
SunGard,SunGard,Organization,SunGard provides software and processing solutions for the educational and financial services industries.,1982-01-01,7,,,316000000,0,
Sungard,SunGard,Organization,SunGard provides software and processing solutions for the educational and financial services industries.,1982-01-01,7,,,316000000,0,
Sunrise,Sunrise,Organization,Sunrise is a free calendar app specifically designed to make your life easier. Available on Android, iPhone, iPad, Mac & Web.,2012-12-01,6,,,8200000,0,7
SunTrust,Suntrust,Organization,SunTrust Capital V, a statutory Delaware business trust.,,,,,0,0,
Super,Super,Organization,Super, an education app caters for the needs of university students. Super unwrapped an English learning module in cooperation with,,,,,0,0,
SUPINFO,Supinfo,Organization,,1965-01-01,4,,,0,0,
Supreme,Supreme,Organization,,,,,,0,0,
SurfKitchen,Surfkitchen,Organization,SurfKitchen is a mobile software company that provides On Device Portal (ODP) software todiscover and accessmobile content easily.,1999-01-01,4,50,11,17414119,0,50
Sutherland,Sutherland Global Services,Organization,Sutherland Global Services is an IT-enabled and BPO company providing integrated business process outsourcing solutions.,1986-01-01,4,,,30000000,0,
SWIFT,SWIFT,Organization,SWIFT is a member-owned cooperative through which the financial world conducts its business operations with speed, certainty and confidence.,1973-01-01,4,None,None,0,0,
Swift,SWIFT,Organization,SWIFT is a member-owned cooperative through which the financial world conducts its business operations with speed, certainty and confidence.,1973-01-01,4,None,None,0,0,
Swisscom,Swisscom,Organization,Swisscom is Switzerland's leading telecoms provider, with 6.2 million mobile customers, 791,000 Swisscom TV customers and around 1.7,1998-01-01,7,1000000,10001,0,1,
Swissquote,Swissquote,Organization,,,,,,0,0,
Sword,Sword,Organization,Sword Group delivers high value business applications to organizations across regulated industries.,,,,,0,0,
SWsoft,SWsoft,Organization,Software and Services,1999-01-01,4,,,0,0,
Sybase,Sybase,Organization,Sybase is an enterprise software and services company focused on managing and mobilizing information.,1984-01-01,4,,,0,0,
sybase,Sybase,Organization,Sybase is an enterprise software and services company focused on managing and mobilizing information.,1984-01-01,4,,,0,0,
Sydus,Sydus,Organization,,,,,,0,0,
Sykes-Asia,Sykes Asia,Organization,,,,,,0,0,
Symantec,Symantec,Organization,Symantec provides security, storage and systems management solutions that help consumers secure and manage their information.,1982-01-01,4,,,0,9,
Symbion,Symbion,Organization,Symbion is the leading entrepreneurial environment in Denmark.,,,None,None,0,0,
Symmetrix,Symmetrix,Organization,,,,,,0,0,
Symphony,Symphony,Organization,Symphony is a social media management tool for businesses that use images on social networks.,,,50,11,750000,0,
Syn,Syn,Organization,Syn. Exceeded the service frame of ever more, it is intended to pursue the connection-fusion and convenient.,,,,,0,0,
Sync,Sync,Organization,Sync is a powerful and flexible application.,,,None,None,0,0,
Synergy,Synergy,Organization,Strategic Market Intelligence for Emerging IT & Telecom.,1999-01-01,4,None,None,0,0,
Synnex,SYNNEX,Organization,SYNNEX Corporation, a business process services company, provides services in distribution, contract assembly, and global business,1980-01-01,4,,,0,1,
Synovate,Synovate,Organization,,,,,,0,0,
Syntel,Syntel,Organization,Syntel is a global provider of integrated Information Technology and Knowledge Process Outsourcing solutions,,1980-01-01,4,,,0,0,
syntel,Syntel,Organization,Syntel is a global provider of integrated Information Technology and Knowledge Process Outsourcing solutions,,1980-01-01,4,,,0,0,
SYNTEL,Syntel,Organization,Syntel is a global provider of integrated Information Technology and Knowledge Process Outsourcing solutions,,1980-01-01,4,,,0,0,
Syntellect,Syntellect,Organization,Enterprise Contact Center Solutions,1984-01-01,4,,,0,0,240
Synygy,Synygy,Organization,Synygy transforms sales performance management with agility, innovation, and continuous improvement.,1991-01-01,4,1000,501,0,0,600
SYSNET,Sysnet,Organization,Sysnet is a PAN-India Company that has evolved and grown rapidly over the past decade. They integrate and facilitate smooth IT processes,,,,,0,0,
Sysnet,Sysnet,Organization,Sysnet is a PAN-India Company that has evolved and grown rapidly over the past decade. They integrate and facilitate smooth IT processes,,,,,0,0,
Systematics,SYSTEMATICS,Organization,SYSTEMATICS provides affordable and comprehensive storage solutions and document management systems.,,,,,0,0,
Systime,Systime,Organization,,,,,,0,0,
Sysware,Sysware,Organization,Innovative Web Destinations,,,None,None,0,0,
T-Mobile,T-Mobile,Organization,T-Mobile, a subsidiary of Deutsche Telekom, is a global mobile telephone operator.,2002-01-01,4,1000000,10001,0,1,
T-Systems,T-Systems,Organization,T-Systems was added to CrunchBase in 2013,,,,,0,0,
t-systems,T-Systems,Organization,T-Systems was added to CrunchBase in 2013,,,,,0,0,
TAC,TAC,Organization,,,,,,0,0,
Tagit,Tagit,Organization,Mobility Enterprise Application Platform,2004-01-01,4,None,None,0,0,
Talent,TALENT,Organization,Connect with friends and fans, promote yourself, or discover the skill and ability of people all over the world.,2011-01-01,4,,,0,0,
Taleo,Taleo,Organization,Taleo Corporationis aprovider of cloud-based talent management solutions, enabling businesses to recruit eligible candidates.,,,,,0,0,
TalkTalk,TalkTalk,Organization,telephone and broadband provider,2003-01-01,4,,,0,0,
Tally,Tally,Organization,Social opinions on local restaurants,2014-01-01,4,,,0,0,3
TANDBERG,Tandberg,Organization,Tandberg provides video conferencing services for the business, public and educational sectors.,1933-01-01,4,,,0,0,
Tandberg,Tandberg,Organization,Tandberg provides video conferencing services for the business, public and educational sectors.,1933-01-01,4,,,0,0,
Target,Target,Organization,Target is an American retailing company providing access to a wide selection of products such as furniture, electronics, toys, and more.,1962-01-01,4,1000000,10001,0,0,
Tate,Tate,Organization,Tate is a collection of four galleries that house national collections of British and international art.,1897-01-01,4,None,None,0,0,
TBC,TBC,Organization,TBC is an independently owned, full-service ad agency headquartered in Baltimore.,,,,,0,0,
tcs,TCS,Organization,Tata Consultancy Services provides IT and consulting services to companies worldwide.,,,,,0,0,
